## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657878/SRR7657878.sorted.bam] OUTPUT=salmon/SRR7657878/SRR7657878.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657878/SRR7657878.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:49 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1293554	27787328	84571599	3219247	687256	6915024	0	0.25528	46122300

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
79.0	2.209737	48	48
80.0	2.209737	39	39
81.0	2.209737	54	54
82.0	2.209737	49	49
83.0	2.209737	30	30
84.0	2.209737	31	31
85.0	2.209737	35	35
86.0	2.209737	33	33
87.0	2.209737	42	42
88.0	2.209737	34	34
89.0	2.209737	28	28
90.0	2.209737	36	36
91.0	2.209737	32	32
92.0	2.209737	39	39
93.0	2.209737	22	22
94.0	2.209737	29	29
95.0	2.209737	20	20
96.0	2.209737	31	31
97.0	2.209737	27	27
98.0	2.209737	25	25
99.0	2.209737	28	28
100.0	2.209737	22	22
101.0	0	30	30
102.0	0	21	21
103.0	0	21	21
104.0	0	36	36
105.0	0	22	22
106.0	0	27	27
107.0	0	24	24
108.0	0	14	14
109.0	0	30	30
110.0	0	11	11
111.0	0	16	16
112.0	0	11	11
113.0	0	14	14
114.0	0	16	16
115.0	0	13	13
116.0	0	23	23
117.0	0	18	18
118.0	0	8	8
119.0	0	23	23
120.0	0	11	11
121.0	0	11	11
122.0	0	3	3
123.0	0	16	16
124.0	0	16	16
125.0	0	13	13
126.0	0	11	11
127.0	0	9	9
128.0	0	19	19
129.0	0	16	16
130.0	0	14	14
131.0	0	10	10
132.0	0	15	15
133.0	0	11	11
134.0	0	13	13
135.0	0	13	13
136.0	0	13	13
137.0	0	16	16
138.0	0	10	10
139.0	0	6	6
140.0	0	16	16
141.0	0	5	5
142.0	0	10	10
143.0	0	6	6
144.0	0	9	9
145.0	0	9	9
146.0	0	5	5
147.0	0	11	11
148.0	0	11	11
149.0	0	8	8
150.0	0	8	8
151.0	0	5	5
152.0	0	6	6
153.0	0	11	11
154.0	0	14	14
155.0	0	7	7
156.0	0	9	9
157.0	0	4	4
158.0	0	8	8
159.0	0	4	4
160.0	0	5	5
161.0	0	9	9
162.0	0	9	9
163.0	0	6	6
164.0	0	4	4
165.0	0	6	6
166.0	0	6	6
167.0	0	1	1
168.0	0	4	4
169.0	0	9	9
170.0	0	9	9
171.0	0	8	8
172.0	0	5	5
174.0	0	2	2
175.0	0	3	3
176.0	0	8	8
177.0	0	5	5
178.0	0	3	3
179.0	0	3	3
180.0	0	4	4
181.0	0	5	5
182.0	0	7	7
183.0	0	4	4
184.0	0	6	6
185.0	0	6	6
186.0	0	4	4
187.0	0	2	2
188.0	0	4	4
189.0	0	4	4
190.0	0	4	4
191.0	0	4	4
192.0	0	6	6
193.0	0	3	3
194.0	0	5	5
195.0	0	3	3
196.0	0	5	5
197.0	0	4	4
199.0	0	1	1
200.0	0	5	5
201.0	0	1	1
203.0	0	4	4
204.0	0	2	2
205.0	0	2	2
206.0	0	4	4
207.0	0	2	2
208.0	0	4	4
209.0	0	1	1
210.0	0	2	2
212.0	0	4	4
214.0	0	2	2
215.0	0	4	4
216.0	0	2	2
217.0	0	1	1
218.0	0	1	1
219.0	0	2	2
220.0	0	2	2
221.0	0	3	3
222.0	0	1	1
223.0	0	1	1
224.0	0	4	4
225.0	0	2	2
226.0	0	2	2
228.0	0	6	6
229.0	0	5	5
230.0	0	2	2
231.0	0	2	2
232.0	0	2	2
233.0	0	2	2
234.0	0	2	2
235.0	0	3	3
236.0	0	4	4
237.0	0	2	2
238.0	0	5	5
239.0	0	4	4
240.0	0	4	4
241.0	0	4	4
242.0	0	1	1
243.0	0	1	1
244.0	0	1	1
245.0	0	1	1
246.0	0	3	3
248.0	0	2	2
249.0	0	1	1
250.0	0	2	2
252.0	0	3	3
253.0	0	3	3
254.0	0	1	1
258.0	0	1	1
262.0	0	1	1
263.0	0	3	3
264.0	0	1	1
265.0	0	1	1
266.0	0	1	1
267.0	0	3	3
268.0	0	2	2
269.0	0	1	1
272.0	0	3	3
274.0	0	1	1
275.0	0	1	1
278.0	0	3	3
279.0	0	1	1
281.0	0	1	1
282.0	0	2	2
283.0	0	1	1
284.0	0	1	1
290.0	0	3	3
291.0	0	4	4
293.0	0	3	3
295.0	0	2	2
296.0	0	1	1
297.0	0	3	3
300.0	0	1	1
302.0	0	1	1
303.0	0	1	1
304.0	0	2	2
306.0	0	1	1
308.0	0	1	1
310.0	0	1	1
312.0	0	1	1
313.0	0	1	1
316.0	0	4	4
317.0	0	1	1
318.0	0	1	1
324.0	0	1	1
325.0	0	1	1
327.0	0	2	2
329.0	0	2	2
331.0	0	1	1
333.0	0	2	2
337.0	0	1	1
338.0	0	1	1
339.0	0	2	2
340.0	0	2	2
341.0	0	1	1
342.0	0	2	2
343.0	0	1	1
344.0	0	1	1
346.0	0	1	1
351.0	0	1	1
354.0	0	2	2
355.0	0	1	1
356.0	0	1	1
363.0	0	1	1
367.0	0	1	1
371.0	0	1	1
372.0	0	1	1
374.0	0	1	1
379.0	0	1	1
381.0	0	1	1
384.0	0	1	1
385.0	0	1	1
396.0	0	1	1
403.0	0	1	1
410.0	0	1	1
418.0	0	1	1
419.0	0	1	1
421.0	0	2	2
425.0	0	1	1
428.0	0	1	1
433.0	0	1	1
443.0	0	1	1
450.0	0	1	1
458.0	0	1	1
461.0	0	1	1
465.0	0	1	1
466.0	0	1	1
475.0	0	2	2
480.0	0	1	1
483.0	0	1	1
512.0	0	1	1
524.0	0	1	1
551.0	0	1	1
586.0	0	1	1
595.0	0	1	1
601.0	0	1	1
618.0	0	1	1
653.0	0	1	1
675.0	0	1	1
682.0	0	1	1
683.0	0	1	1
731.0	0	1	1
739.0	0	1	1
785.0	0	1	1
808.0	0	1	1
846.0	0	1	1
880.0	0	1	1
897.0	0	1	1
1019.0	0	1	1
1040.0	0	1	1
1097.0	0	1	1
1180.0	0	1	1

