## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657874/SRR7657874.sorted.bam] OUTPUT=salmon/SRR7657874/SRR7657874.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657874/SRR7657874.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:48 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1350185	24103613	75011518	3198657	625671	5196123	0	0.222326	47543458

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
76.0	2.51453	26	26
77.0	2.51453	35	35
78.0	2.51453	23	23
79.0	2.51453	31	31
80.0	2.51453	23	23
81.0	2.51453	27	27
82.0	2.51453	16	16
83.0	2.51453	16	16
84.0	2.51453	22	22
85.0	2.51453	18	18
86.0	2.51453	20	20
87.0	2.51453	11	11
88.0	2.51453	14	14
89.0	2.51453	10	10
90.0	2.51453	16	16
91.0	2.51453	17	17
92.0	2.51453	18	18
93.0	2.51453	18	18
94.0	2.51453	12	12
95.0	2.51453	9	9
96.0	2.51453	16	16
97.0	2.51453	10	10
98.0	2.51453	15	15
99.0	2.51453	12	12
100.0	2.51453	19	19
101.0	0	13	13
102.0	0	8	8
103.0	0	16	16
104.0	0	14	14
105.0	0	10	10
106.0	0	11	11
107.0	0	10	10
108.0	0	12	12
109.0	0	9	9
110.0	0	8	8
111.0	0	5	5
112.0	0	6	6
113.0	0	11	11
114.0	0	6	6
115.0	0	5	5
116.0	0	10	10
117.0	0	11	11
118.0	0	14	14
119.0	0	8	8
120.0	0	4	4
121.0	0	11	11
122.0	0	5	5
123.0	0	5	5
124.0	0	6	6
125.0	0	5	5
126.0	0	4	4
127.0	0	2	2
128.0	0	5	5
129.0	0	6	6
130.0	0	7	7
131.0	0	7	7
132.0	0	4	4
133.0	0	5	5
134.0	0	2	2
135.0	0	2	2
136.0	0	2	2
137.0	0	5	5
138.0	0	3	3
139.0	0	6	6
140.0	0	3	3
141.0	0	5	5
142.0	0	4	4
143.0	0	5	5
144.0	0	3	3
145.0	0	4	4
146.0	0	4	4
147.0	0	1	1
148.0	0	2	2
149.0	0	6	6
150.0	0	2	2
151.0	0	2	2
152.0	0	6	6
153.0	0	5	5
154.0	0	3	3
155.0	0	1	1
156.0	0	1	1
158.0	0	4	4
159.0	0	3	3
160.0	0	3	3
161.0	0	6	6
163.0	0	2	2
164.0	0	4	4
165.0	0	2	2
166.0	0	3	3
167.0	0	6	6
168.0	0	2	2
169.0	0	2	2
170.0	0	1	1
171.0	0	2	2
172.0	0	2	2
173.0	0	1	1
174.0	0	1	1
175.0	0	2	2
176.0	0	2	2
177.0	0	3	3
178.0	0	1	1
179.0	0	4	4
180.0	0	1	1
181.0	0	2	2
182.0	0	2	2
183.0	0	2	2
184.0	0	3	3
186.0	0	1	1
187.0	0	3	3
189.0	0	1	1
190.0	0	1	1
191.0	0	1	1
192.0	0	1	1
193.0	0	1	1
194.0	0	1	1
195.0	0	1	1
196.0	0	1	1
199.0	0	3	3
200.0	0	3	3
201.0	0	1	1
202.0	0	3	3
204.0	0	1	1
207.0	0	1	1
209.0	0	1	1
212.0	0	4	4
214.0	0	1	1
216.0	0	2	2
217.0	0	1	1
218.0	0	2	2
219.0	0	1	1
221.0	0	1	1
223.0	0	1	1
224.0	0	1	1
226.0	0	2	2
227.0	0	3	3
228.0	0	2	2
229.0	0	1	1
230.0	0	1	1
232.0	0	1	1
233.0	0	1	1
234.0	0	1	1
236.0	0	1	1
238.0	0	1	1
241.0	0	1	1
245.0	0	1	1
246.0	0	1	1
251.0	0	1	1
252.0	0	1	1
253.0	0	1	1
254.0	0	1	1
255.0	0	1	1
261.0	0	2	2
262.0	0	1	1
263.0	0	1	1
270.0	0	1	1
276.0	0	1	1
281.0	0	2	2
283.0	0	1	1
288.0	0	1	1
290.0	0	1	1
294.0	0	1	1
295.0	0	1	1
304.0	0	1	1
312.0	0	1	1
313.0	0	1	1
327.0	0	1	1
337.0	0	1	1
345.0	0	1	1
351.0	0	1	1
352.0	0	1	1
354.0	0	1	1
356.0	0	1	1
364.0	0	1	1
370.0	0	1	1
378.0	0	1	1
384.0	0	1	1
387.0	0	1	1
390.0	0	1	1
397.0	0	1	1
430.0	0	1	1
435.0	0	1	1
438.0	0	1	1
461.0	0	1	1
472.0	0	1	1
476.0	0	1	1
490.0	0	1	1
513.0	0	1	1
521.0	0	2	2
525.0	0	1	1
629.0	0	1	1
700.0	0	1	1
760.0	0	1	1
772.0	0	1	1

