## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657876/SRR7657876.sorted.bam] OUTPUT=salmon/SRR7657876/SRR7657876.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657876/SRR7657876.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:48 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1305009	28856498	88366936	3363205	712056	7267083	0	0.258332	47204416

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
144.0	0	10	10
145.0	0	13	13
146.0	0	16	16
147.0	0	10	10
148.0	0	15	15
149.0	0	10	10
150.0	0	10	10
151.0	0	5	5
152.0	0	9	9
153.0	0	7	7
154.0	0	6	6
155.0	0	6	6
156.0	0	8	8
157.0	0	11	11
158.0	0	8	8
159.0	0	4	4
160.0	0	8	8
161.0	0	5	5
162.0	0	10	10
163.0	0	7	7
164.0	0	11	11
165.0	0	6	6
166.0	0	8	8
167.0	0	5	5
168.0	0	7	7
169.0	0	6	6
170.0	0	6	6
171.0	0	10	10
172.0	0	7	7
173.0	0	3	3
174.0	0	4	4
175.0	0	6	6
176.0	0	3	3
177.0	0	7	7
178.0	0	7	7
179.0	0	6	6
180.0	0	11	11
181.0	0	8	8
182.0	0	2	2
183.0	0	7	7
184.0	0	6	6
185.0	0	4	4
186.0	0	8	8
187.0	0	4	4
188.0	0	3	3
189.0	0	4	4
190.0	0	4	4
191.0	0	7	7
192.0	0	5	5
193.0	0	5	5
194.0	0	2	2
195.0	0	8	8
196.0	0	4	4
197.0	0	4	4
198.0	0	7	7
199.0	0	7	7
200.0	0	7	7
201.0	0	1	1
202.0	0	9	9
203.0	0	8	8
204.0	0	4	4
205.0	0	7	7
206.0	0	4	4
207.0	0	1	1
208.0	0	4	4
209.0	0	5	5
210.0	0	3	3
211.0	0	1	1
212.0	0	4	4
213.0	0	2	2
214.0	0	3	3
215.0	0	2	2
216.0	0	3	3
217.0	0	4	4
219.0	0	4	4
220.0	0	2	2
221.0	0	3	3
222.0	0	3	3
223.0	0	2	2
224.0	0	3	3
225.0	0	1	1
226.0	0	1	1
227.0	0	4	4
228.0	0	4	4
230.0	0	3	3
231.0	0	2	2
232.0	0	5	5
233.0	0	1	1
234.0	0	1	1
235.0	0	2	2
237.0	0	2	2
238.0	0	2	2
239.0	0	1	1
241.0	0	1	1
242.0	0	1	1
243.0	0	5	5
244.0	0	2	2
245.0	0	3	3
246.0	0	4	4
247.0	0	3	3
248.0	0	2	2
249.0	0	4	4
251.0	0	2	2
253.0	0	1	1
254.0	0	3	3
255.0	0	2	2
257.0	0	2	2
258.0	0	1	1
259.0	0	3	3
260.0	0	1	1
261.0	0	3	3
262.0	0	4	4
263.0	0	1	1
264.0	0	3	3
265.0	0	3	3
266.0	0	5	5
267.0	0	1	1
268.0	0	1	1
269.0	0	1	1
270.0	0	1	1
271.0	0	2	2
272.0	0	2	2
273.0	0	1	1
275.0	0	1	1
277.0	0	1	1
279.0	0	2	2
280.0	0	1	1
282.0	0	1	1
283.0	0	2	2
284.0	0	2	2
286.0	0	2	2
288.0	0	1	1
289.0	0	1	1
290.0	0	1	1
291.0	0	1	1
292.0	0	2	2
293.0	0	1	1
295.0	0	1	1
297.0	0	3	3
298.0	0	2	2
299.0	0	1	1
300.0	0	1	1
302.0	0	3	3
305.0	0	2	2
306.0	0	1	1
307.0	0	1	1
308.0	0	1	1
309.0	0	1	1
310.0	0	1	1
311.0	0	1	1
313.0	0	4	4
317.0	0	1	1
321.0	0	1	1
323.0	0	3	3
328.0	0	1	1
329.0	0	1	1
330.0	0	1	1
331.0	0	1	1
332.0	0	1	1
333.0	0	1	1
337.0	0	1	1
338.0	0	1	1
340.0	0	1	1
341.0	0	3	3
342.0	0	1	1
345.0	0	2	2
346.0	0	1	1
348.0	0	1	1
349.0	0	1	1
350.0	0	1	1
353.0	0	1	1
354.0	0	1	1
355.0	0	1	1
359.0	0	1	1
360.0	0	1	1
363.0	0	2	2
366.0	0	1	1
367.0	0	1	1
369.0	0	1	1
370.0	0	1	1
371.0	0	2	2
375.0	0	1	1
376.0	0	1	1
385.0	0	1	1
390.0	0	1	1
391.0	0	1	1
395.0	0	3	3
396.0	0	1	1
397.0	0	1	1
398.0	0	1	1
401.0	0	1	1
403.0	0	1	1
404.0	0	1	1
407.0	0	2	2
424.0	0	1	1
429.0	0	1	1
432.0	0	1	1
434.0	0	2	2
436.0	0	1	1
438.0	0	1	1
439.0	0	1	1
443.0	0	1	1
451.0	0	1	1
456.0	0	1	1
458.0	0	1	1
460.0	0	1	1
466.0	0	1	1
469.0	0	1	1
473.0	0	2	2
479.0	0	1	1
485.0	0	2	2
486.0	0	1	1
488.0	0	1	1
494.0	0	1	1
503.0	0	1	1
509.0	0	1	1
524.0	0	1	1
528.0	0	1	1
556.0	0	1	1
578.0	0	1	1
581.0	0	1	1
582.0	0	1	1
602.0	0	1	1
606.0	0	1	1
618.0	0	1	1
634.0	0	1	1
642.0	0	1	1
672.0	0	1	1
673.0	0	1	1
686.0	0	1	1
710.0	0	1	1
753.0	0	1	1
764.0	0	1	1
776.0	0	1	1
820.0	0	1	1
822.0	0	1	1
876.0	0	1	1
976.0	0	1	1
992.0	0	1	1
1010.0	0	1	1
1118.0	0	1	1
1121.0	0	1	1
1141.0	0	1	1
1228.0	0	1	1
1329.0	0	1	1

