## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657875/SRR7657875.sorted.bam] OUTPUT=salmon/SRR7657875/SRR7657875.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657875/SRR7657875.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:49 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1223027	30022466	93126789	3111186	715142	7274609	0	0.249141	51477515

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
75.0	2.262961	46	46
76.0	2.262961	56	56
77.0	2.262961	50	50
78.0	2.262961	39	39
79.0	2.262961	41	41
80.0	2.262961	42	42
81.0	2.262961	42	42
82.0	2.262961	28	28
83.0	2.262961	39	39
84.0	2.262961	30	30
85.0	2.262961	35	35
86.0	2.262961	35	35
87.0	2.262961	32	32
88.0	2.262961	25	25
89.0	2.262961	35	35
90.0	2.262961	25	25
91.0	2.262961	34	34
92.0	2.262961	22	22
93.0	2.262961	29	29
94.0	2.262961	23	23
95.0	2.262961	24	24
96.0	2.262961	23	23
97.0	2.262961	18	18
98.0	2.262961	27	27
99.0	2.262961	21	21
100.0	2.262961	22	22
101.0	0	28	28
102.0	0	14	14
103.0	0	16	16
104.0	0	23	23
105.0	0	19	19
106.0	0	23	23
107.0	0	14	14
108.0	0	20	20
109.0	0	17	17
110.0	0	24	24
111.0	0	18	18
112.0	0	12	12
113.0	0	13	13
114.0	0	14	14
115.0	0	16	16
116.0	0	16	16
117.0	0	22	22
118.0	0	18	18
119.0	0	17	17
120.0	0	13	13
121.0	0	14	14
122.0	0	11	11
123.0	0	10	10
124.0	0	13	13
125.0	0	13	13
126.0	0	12	12
127.0	0	14	14
128.0	0	9	9
129.0	0	16	16
130.0	0	13	13
131.0	0	14	14
132.0	0	18	18
133.0	0	11	11
134.0	0	5	5
135.0	0	9	9
136.0	0	12	12
137.0	0	14	14
138.0	0	15	15
139.0	0	12	12
140.0	0	6	6
141.0	0	7	7
142.0	0	12	12
143.0	0	7	7
144.0	0	7	7
145.0	0	8	8
146.0	0	8	8
147.0	0	8	8
148.0	0	4	4
149.0	0	5	5
150.0	0	5	5
151.0	0	4	4
152.0	0	5	5
153.0	0	7	7
154.0	0	8	8
155.0	0	4	4
156.0	0	4	4
157.0	0	4	4
158.0	0	5	5
159.0	0	8	8
160.0	0	8	8
161.0	0	7	7
162.0	0	5	5
163.0	0	8	8
164.0	0	8	8
165.0	0	4	4
166.0	0	10	10
167.0	0	11	11
168.0	0	5	5
169.0	0	7	7
170.0	0	6	6
171.0	0	1	1
172.0	0	5	5
173.0	0	7	7
174.0	0	2	2
175.0	0	4	4
176.0	0	2	2
177.0	0	4	4
178.0	0	8	8
179.0	0	4	4
180.0	0	4	4
181.0	0	4	4
182.0	0	5	5
183.0	0	3	3
184.0	0	1	1
186.0	0	3	3
187.0	0	2	2
188.0	0	2	2
189.0	0	3	3
190.0	0	5	5
191.0	0	6	6
192.0	0	5	5
193.0	0	2	2
194.0	0	1	1
195.0	0	4	4
196.0	0	5	5
197.0	0	2	2
198.0	0	2	2
199.0	0	3	3
200.0	0	5	5
201.0	0	2	2
202.0	0	6	6
203.0	0	3	3
204.0	0	3	3
205.0	0	2	2
206.0	0	4	4
207.0	0	6	6
208.0	0	2	2
209.0	0	1	1
210.0	0	1	1
211.0	0	3	3
212.0	0	1	1
213.0	0	2	2
214.0	0	3	3
215.0	0	2	2
216.0	0	2	2
217.0	0	1	1
218.0	0	1	1
219.0	0	4	4
220.0	0	1	1
221.0	0	3	3
222.0	0	4	4
223.0	0	3	3
224.0	0	1	1
225.0	0	3	3
226.0	0	2	2
227.0	0	2	2
229.0	0	3	3
231.0	0	3	3
232.0	0	1	1
235.0	0	2	2
236.0	0	2	2
239.0	0	4	4
242.0	0	1	1
243.0	0	3	3
244.0	0	1	1
247.0	0	1	1
248.0	0	1	1
249.0	0	4	4
250.0	0	1	1
251.0	0	1	1
252.0	0	2	2
253.0	0	2	2
255.0	0	1	1
257.0	0	1	1
259.0	0	2	2
261.0	0	1	1
262.0	0	1	1
265.0	0	1	1
267.0	0	2	2
268.0	0	2	2
269.0	0	2	2
270.0	0	1	1
271.0	0	1	1
272.0	0	3	3
273.0	0	1	1
274.0	0	1	1
275.0	0	1	1
279.0	0	2	2
282.0	0	3	3
283.0	0	2	2
284.0	0	1	1
285.0	0	1	1
286.0	0	1	1
287.0	0	1	1
288.0	0	1	1
289.0	0	1	1
290.0	0	2	2
291.0	0	2	2
292.0	0	1	1
294.0	0	1	1
295.0	0	2	2
296.0	0	1	1
297.0	0	1	1
299.0	0	1	1
300.0	0	1	1
302.0	0	2	2
304.0	0	2	2
306.0	0	1	1
309.0	0	1	1
311.0	0	1	1
314.0	0	4	4
316.0	0	1	1
320.0	0	1	1
322.0	0	1	1
323.0	0	1	1
332.0	0	2	2
339.0	0	2	2
342.0	0	2	2
344.0	0	1	1
347.0	0	2	2
349.0	0	1	1
353.0	0	2	2
356.0	0	1	1
357.0	0	1	1
362.0	0	1	1
364.0	0	2	2
365.0	0	3	3
377.0	0	1	1
380.0	0	2	2
384.0	0	1	1
388.0	0	1	1
395.0	0	1	1
397.0	0	1	1
409.0	0	1	1
426.0	0	1	1
427.0	0	1	1
437.0	0	1	1
438.0	0	1	1
441.0	0	1	1
442.0	0	1	1
447.0	0	1	1
450.0	0	1	1
463.0	0	1	1
464.0	0	2	2
485.0	0	1	1
486.0	0	1	1
487.0	0	1	1
499.0	0	1	1
526.0	0	1	1
532.0	0	1	1
564.0	0	1	1
565.0	0	1	1
570.0	0	1	1
592.0	0	1	1
606.0	0	1	1
611.0	0	1	1
656.0	0	1	1
691.0	0	1	1
699.0	0	1	1
719.0	0	1	1
752.0	0	1	1
771.0	0	1	1
855.0	0	1	1
859.0	0	1	1
923.0	0	1	1
930.0	0	1	1
969.0	0	1	1
1081.0	0	1	1
1121.0	0	1	1

