## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657882/SRR7657882.sorted.bam] OUTPUT=salmon/SRR7657882/SRR7657882.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657882/SRR7657882.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:51 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1630745	34222419	106637631	4055118	845396	9968351	0	0.296567	46675948

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
180.0	0	5	5
181.0	0	4	4
182.0	0	6	6
183.0	0	9	9
184.0	0	1	1
185.0	0	2	2
186.0	0	5	5
187.0	0	6	6
188.0	0	3	3
189.0	0	4	4
190.0	0	2	2
191.0	0	5	5
192.0	0	3	3
193.0	0	2	2
194.0	0	2	2
195.0	0	4	4
196.0	0	3	3
197.0	0	8	8
198.0	0	2	2
199.0	0	3	3
200.0	0	2	2
201.0	0	7	7
202.0	0	7	7
203.0	0	3	3
204.0	0	1	1
205.0	0	4	4
206.0	0	2	2
207.0	0	2	2
208.0	0	4	4
209.0	0	1	1
210.0	0	1	1
211.0	0	3	3
212.0	0	1	1
213.0	0	2	2
214.0	0	1	1
215.0	0	3	3
216.0	0	3	3
217.0	0	1	1
218.0	0	1	1
219.0	0	2	2
220.0	0	4	4
221.0	0	3	3
222.0	0	8	8
223.0	0	4	4
225.0	0	2	2
226.0	0	3	3
229.0	0	1	1
230.0	0	2	2
231.0	0	2	2
232.0	0	2	2
233.0	0	3	3
234.0	0	3	3
235.0	0	1	1
236.0	0	1	1
237.0	0	1	1
238.0	0	3	3
239.0	0	2	2
240.0	0	2	2
241.0	0	1	1
243.0	0	1	1
244.0	0	2	2
245.0	0	2	2
246.0	0	2	2
247.0	0	3	3
248.0	0	3	3
249.0	0	1	1
252.0	0	3	3
255.0	0	2	2
256.0	0	1	1
257.0	0	2	2
258.0	0	6	6
259.0	0	4	4
260.0	0	1	1
261.0	0	1	1
262.0	0	1	1
263.0	0	3	3
264.0	0	2	2
265.0	0	2	2
267.0	0	1	1
268.0	0	1	1
271.0	0	3	3
272.0	0	4	4
273.0	0	1	1
274.0	0	2	2
275.0	0	2	2
276.0	0	3	3
277.0	0	1	1
278.0	0	1	1
280.0	0	1	1
283.0	0	1	1
284.0	0	2	2
285.0	0	1	1
286.0	0	1	1
287.0	0	1	1
288.0	0	2	2
289.0	0	1	1
290.0	0	2	2
291.0	0	1	1
293.0	0	1	1
295.0	0	2	2
297.0	0	1	1
298.0	0	1	1
300.0	0	1	1
302.0	0	2	2
303.0	0	1	1
305.0	0	3	3
306.0	0	1	1
307.0	0	2	2
309.0	0	5	5
310.0	0	1	1
312.0	0	2	2
313.0	0	1	1
314.0	0	1	1
315.0	0	1	1
319.0	0	1	1
321.0	0	2	2
322.0	0	1	1
323.0	0	2	2
326.0	0	1	1
327.0	0	1	1
331.0	0	2	2
333.0	0	1	1
334.0	0	1	1
336.0	0	3	3
340.0	0	1	1
346.0	0	1	1
347.0	0	1	1
348.0	0	1	1
349.0	0	1	1
354.0	0	1	1
355.0	0	1	1
359.0	0	1	1
360.0	0	1	1
362.0	0	1	1
363.0	0	1	1
370.0	0	1	1
372.0	0	1	1
373.0	0	3	3
374.0	0	1	1
376.0	0	1	1
379.0	0	1	1
385.0	0	1	1
386.0	0	3	3
392.0	0	2	2
396.0	0	2	2
406.0	0	1	1
408.0	0	1	1
410.0	0	2	2
412.0	0	1	1
413.0	0	1	1
414.0	0	2	2
415.0	0	1	1
419.0	0	1	1
423.0	0	1	1
425.0	0	1	1
444.0	0	1	1
445.0	0	2	2
447.0	0	1	1
448.0	0	1	1
449.0	0	1	1
450.0	0	1	1
456.0	0	1	1
459.0	0	1	1
469.0	0	1	1
484.0	0	1	1
492.0	0	1	1
508.0	0	1	1
515.0	0	1	1
517.0	0	1	1
529.0	0	1	1
532.0	0	1	1
569.0	0	2	2
586.0	0	1	1
598.0	0	1	1
617.0	0	1	1
644.0	0	1	1
657.0	0	1	1
658.0	0	1	1
680.0	0	1	1
701.0	0	1	1
722.0	0	1	1
751.0	0	1	1
756.0	0	1	1
767.0	0	1	1
795.0	0	1	1
837.0	0	1	1
915.0	0	1	1
943.0	0	1	1
1062.0	0	1	1
1110.0	0	1	1
1123.0	0	1	1

