## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657877/SRR7657877.sorted.bam] OUTPUT=salmon/SRR7657877/SRR7657877.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657877/SRR7657877.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:48 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1575034	30877246	95987395	3770677	794209	7483828	0	0.248887	52925105

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
81.0	2.262393	26	26
82.0	2.262393	31	31
83.0	2.262393	31	31
84.0	2.262393	40	40
85.0	2.262393	39	39
86.0	2.262393	37	37
87.0	2.262393	36	36
88.0	2.262393	28	28
89.0	2.262393	36	36
90.0	2.262393	27	27
91.0	2.262393	30	30
92.0	2.262393	36	36
93.0	2.262393	25	25
94.0	2.262393	34	34
95.0	2.262393	26	26
96.0	2.262393	28	28
97.0	2.262393	20	20
98.0	2.262393	18	18
99.0	2.262393	22	22
100.0	2.262393	41	41
101.0	0	17	17
102.0	0	21	21
103.0	0	22	22
104.0	0	13	13
105.0	0	23	23
106.0	0	17	17
107.0	0	16	16
108.0	0	17	17
109.0	0	16	16
110.0	0	22	22
111.0	0	17	17
112.0	0	15	15
113.0	0	20	20
114.0	0	15	15
115.0	0	13	13
116.0	0	12	12
117.0	0	15	15
118.0	0	14	14
119.0	0	15	15
120.0	0	18	18
121.0	0	16	16
122.0	0	17	17
123.0	0	11	11
124.0	0	9	9
125.0	0	12	12
126.0	0	7	7
127.0	0	11	11
128.0	0	12	12
129.0	0	9	9
130.0	0	9	9
131.0	0	9	9
132.0	0	13	13
133.0	0	12	12
134.0	0	8	8
135.0	0	10	10
136.0	0	11	11
137.0	0	11	11
138.0	0	9	9
139.0	0	8	8
140.0	0	8	8
141.0	0	11	11
142.0	0	4	4
143.0	0	9	9
144.0	0	7	7
145.0	0	6	6
146.0	0	9	9
147.0	0	10	10
148.0	0	11	11
149.0	0	7	7
150.0	0	9	9
151.0	0	8	8
152.0	0	11	11
153.0	0	8	8
154.0	0	7	7
155.0	0	4	4
156.0	0	8	8
157.0	0	3	3
158.0	0	5	5
159.0	0	6	6
160.0	0	6	6
161.0	0	9	9
162.0	0	2	2
163.0	0	2	2
164.0	0	8	8
165.0	0	7	7
166.0	0	6	6
167.0	0	6	6
168.0	0	11	11
169.0	0	3	3
170.0	0	4	4
171.0	0	5	5
172.0	0	4	4
173.0	0	1	1
174.0	0	3	3
175.0	0	4	4
176.0	0	5	5
177.0	0	1	1
178.0	0	2	2
179.0	0	6	6
180.0	0	3	3
181.0	0	4	4
182.0	0	7	7
183.0	0	6	6
184.0	0	5	5
185.0	0	2	2
187.0	0	1	1
188.0	0	1	1
189.0	0	3	3
190.0	0	2	2
191.0	0	5	5
192.0	0	2	2
193.0	0	3	3
194.0	0	2	2
195.0	0	5	5
196.0	0	4	4
197.0	0	2	2
198.0	0	5	5
199.0	0	4	4
200.0	0	7	7
201.0	0	5	5
202.0	0	1	1
203.0	0	3	3
204.0	0	7	7
205.0	0	3	3
206.0	0	3	3
207.0	0	1	1
208.0	0	3	3
209.0	0	1	1
210.0	0	3	3
211.0	0	2	2
212.0	0	2	2
213.0	0	1	1
214.0	0	1	1
215.0	0	3	3
216.0	0	1	1
217.0	0	2	2
218.0	0	2	2
219.0	0	1	1
220.0	0	2	2
222.0	0	4	4
223.0	0	1	1
225.0	0	4	4
226.0	0	3	3
227.0	0	1	1
228.0	0	2	2
229.0	0	2	2
230.0	0	2	2
232.0	0	1	1
234.0	0	3	3
235.0	0	2	2
236.0	0	1	1
237.0	0	1	1
238.0	0	2	2
239.0	0	2	2
240.0	0	1	1
242.0	0	1	1
244.0	0	3	3
245.0	0	1	1
246.0	0	1	1
247.0	0	1	1
248.0	0	2	2
249.0	0	1	1
251.0	0	1	1
252.0	0	2	2
253.0	0	2	2
257.0	0	1	1
258.0	0	2	2
259.0	0	1	1
260.0	0	1	1
261.0	0	2	2
263.0	0	1	1
264.0	0	1	1
266.0	0	2	2
268.0	0	2	2
269.0	0	1	1
270.0	0	2	2
271.0	0	4	4
272.0	0	1	1
277.0	0	2	2
280.0	0	3	3
281.0	0	1	1
283.0	0	1	1
284.0	0	1	1
286.0	0	1	1
289.0	0	1	1
290.0	0	1	1
294.0	0	2	2
295.0	0	1	1
299.0	0	1	1
300.0	0	1	1
301.0	0	3	3
303.0	0	1	1
306.0	0	1	1
307.0	0	1	1
308.0	0	1	1
310.0	0	2	2
311.0	0	1	1
312.0	0	1	1
314.0	0	1	1
315.0	0	1	1
318.0	0	1	1
319.0	0	1	1
322.0	0	1	1
326.0	0	2	2
331.0	0	2	2
333.0	0	1	1
335.0	0	1	1
336.0	0	2	2
338.0	0	1	1
341.0	0	2	2
342.0	0	1	1
346.0	0	1	1
348.0	0	2	2
356.0	0	1	1
357.0	0	1	1
358.0	0	1	1
361.0	0	1	1
363.0	0	1	1
366.0	0	1	1
373.0	0	2	2
375.0	0	1	1
383.0	0	1	1
384.0	0	1	1
385.0	0	1	1
389.0	0	1	1
393.0	0	1	1
395.0	0	1	1
398.0	0	1	1
399.0	0	1	1
401.0	0	1	1
409.0	0	1	1
410.0	0	1	1
418.0	0	1	1
425.0	0	1	1
428.0	0	1	1
429.0	0	2	2
434.0	0	1	1
447.0	0	1	1
449.0	0	1	1
457.0	0	1	1
460.0	0	1	1
462.0	0	1	1
463.0	0	1	1
497.0	0	1	1
507.0	0	1	1
513.0	0	1	1
520.0	0	1	1
524.0	0	1	1
542.0	0	1	1
548.0	0	1	1
589.0	0	1	1
607.0	0	1	1
610.0	0	1	1
682.0	0	1	1
689.0	0	1	1
720.0	0	1	1
722.0	0	1	1
811.0	0	1	1
869.0	0	1	1
886.0	0	1	1
922.0	0	1	1
928.0	0	1	1
998.0	0	1	1

