## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates INPUT=[salmon/SRR7657883/SRR7657883.sorted.bam] OUTPUT=salmon/SRR7657883/SRR7657883.sorted.mkdup.bam METRICS_FILE=salmon/SRR7657883/SRR7657883.sorted.mkdup_metrics.txt REMOVE_DUPLICATES=false VALIDATION_STRINGENCY=SILENT    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 TAG_DUPLICATE_SET_MEMBERS=false REMOVE_SEQUENCING_DUPLICATES=false TAGGING_POLICY=DontTag CLEAR_DT=true DUPLEX_UMI=false ADD_PG_TAG_TO_READS=true ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates READ_NAME_REGEX=<optimized capture of last three ':' separated fields as numeric values> OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 MAX_OPTICAL_DUPLICATE_SET_SIZE=300000 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Mar 10 11:19:51 GMT 2023

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	1119584	25704681	79297039	2847377	573291	6198241	0	0.246907	44334308

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
146.0	0	8	8
147.0	0	7	7
148.0	0	7	7
149.0	0	10	10
150.0	0	11	11
151.0	0	11	11
152.0	0	3	3
153.0	0	4	4
154.0	0	6	6
155.0	0	9	9
156.0	0	6	6
157.0	0	4	4
158.0	0	5	5
159.0	0	4	4
160.0	0	4	4
161.0	0	4	4
162.0	0	6	6
163.0	0	3	3
164.0	0	3	3
165.0	0	5	5
166.0	0	5	5
167.0	0	1	1
168.0	0	7	7
169.0	0	8	8
170.0	0	5	5
171.0	0	7	7
172.0	0	4	4
173.0	0	7	7
174.0	0	4	4
175.0	0	4	4
176.0	0	4	4
177.0	0	4	4
178.0	0	7	7
179.0	0	5	5
180.0	0	6	6
181.0	0	5	5
182.0	0	6	6
183.0	0	3	3
184.0	0	5	5
185.0	0	5	5
187.0	0	3	3
188.0	0	3	3
189.0	0	2	2
190.0	0	3	3
191.0	0	3	3
192.0	0	4	4
193.0	0	4	4
194.0	0	1	1
195.0	0	1	1
196.0	0	4	4
197.0	0	1	1
198.0	0	3	3
199.0	0	3	3
200.0	0	4	4
201.0	0	5	5
202.0	0	4	4
203.0	0	4	4
204.0	0	6	6
205.0	0	4	4
206.0	0	2	2
207.0	0	3	3
208.0	0	1	1
209.0	0	2	2
210.0	0	2	2
211.0	0	2	2
212.0	0	2	2
213.0	0	1	1
214.0	0	1	1
215.0	0	3	3
216.0	0	3	3
217.0	0	2	2
218.0	0	3	3
219.0	0	3	3
220.0	0	1	1
222.0	0	6	6
223.0	0	2	2
224.0	0	4	4
225.0	0	3	3
226.0	0	3	3
227.0	0	3	3
228.0	0	2	2
229.0	0	1	1
230.0	0	3	3
232.0	0	1	1
233.0	0	3	3
234.0	0	3	3
235.0	0	1	1
236.0	0	4	4
237.0	0	2	2
239.0	0	1	1
241.0	0	1	1
242.0	0	2	2
243.0	0	3	3
244.0	0	2	2
245.0	0	1	1
248.0	0	1	1
249.0	0	1	1
250.0	0	1	1
251.0	0	2	2
252.0	0	1	1
253.0	0	2	2
254.0	0	1	1
255.0	0	1	1
256.0	0	1	1
257.0	0	1	1
258.0	0	1	1
259.0	0	2	2
261.0	0	1	1
262.0	0	2	2
263.0	0	2	2
264.0	0	1	1
266.0	0	2	2
267.0	0	1	1
268.0	0	5	5
269.0	0	1	1
270.0	0	2	2
271.0	0	1	1
272.0	0	2	2
273.0	0	1	1
275.0	0	1	1
276.0	0	3	3
279.0	0	1	1
282.0	0	4	4
285.0	0	1	1
291.0	0	1	1
294.0	0	1	1
296.0	0	2	2
300.0	0	1	1
303.0	0	2	2
304.0	0	1	1
305.0	0	1	1
310.0	0	1	1
312.0	0	2	2
317.0	0	2	2
320.0	0	1	1
321.0	0	1	1
322.0	0	2	2
324.0	0	1	1
325.0	0	2	2
327.0	0	1	1
332.0	0	1	1
333.0	0	2	2
336.0	0	1	1
337.0	0	1	1
338.0	0	1	1
339.0	0	4	4
342.0	0	3	3
343.0	0	1	1
345.0	0	1	1
346.0	0	1	1
349.0	0	1	1
350.0	0	1	1
352.0	0	2	2
355.0	0	2	2
356.0	0	1	1
357.0	0	2	2
360.0	0	1	1
361.0	0	1	1
366.0	0	1	1
368.0	0	1	1
369.0	0	1	1
370.0	0	1	1
375.0	0	3	3
381.0	0	1	1
382.0	0	2	2
388.0	0	1	1
389.0	0	1	1
391.0	0	1	1
400.0	0	1	1
404.0	0	1	1
421.0	0	1	1
431.0	0	1	1
447.0	0	1	1
458.0	0	1	1
469.0	0	1	1
477.0	0	1	1
478.0	0	1	1
479.0	0	1	1
483.0	0	1	1
507.0	0	1	1
508.0	0	1	1
517.0	0	1	1
522.0	0	2	2
531.0	0	1	1
546.0	0	1	1
554.0	0	1	1
588.0	0	1	1
606.0	0	1	1
619.0	0	1	1
648.0	0	1	1
649.0	0	1	1
653.0	0	1	1
663.0	0	1	1
666.0	0	1	1
786.0	0	1	1
800.0	0	1	1
869.0	0	1	1
920.0	0	1	1
938.0	0	1	1
942.0	0	1	1
1029.0	0	1	1
1072.0	0	1	1

